"","ID","GB_ACC","Species Scientific Name","Gene Symbol","ENTREZ_GENE_ID","Gene Title"
"273","200745_s_at","AF070603","Homo sapiens","GNB1","2782","guanine nucleotide binding protein (G protein), beta polypeptide 1"
"274","200746_s_at","NM_002074","Homo sapiens","GNB1","2782","guanine nucleotide binding protein (G protein), beta polypeptide 1"
"275","200747_s_at","NM_006185","Homo sapiens","NUMA1","4926","nuclear mitotic apparatus protein 1"
"276","200748_s_at","NM_002032","Homo sapiens","FTH1","2495","ferritin, heavy polypeptide 1"
"277","200749_at","BF112006","Homo sapiens","","",""
"278","200750_s_at","AF054183","Homo sapiens","RAN","5901","RAN, member RAS oncogene family"
"279","200751_s_at","BE898861","Homo sapiens","HNRNPC","3183","heterogeneous nuclear ribonucleoprotein C (C1/C2)"
"280","200752_s_at","NM_005186","Homo sapiens","CAPN1","823","calpain 1, (mu/I) large subunit"
"281","200753_x_at","BE866585","Homo sapiens","SRSF2","6427","serine/arginine-rich splicing factor 2"
"282","200754_x_at","NM_003016","Homo sapiens","SRSF2","6427","serine/arginine-rich splicing factor 2"
"283","200755_s_at","BF939365","Homo sapiens","CALU","813","calumenin"
"284","200756_x_at","U67280","Homo sapiens","CALU","813","calumenin"
"285","200757_s_at","NM_001219","Homo sapiens","CALU","813","calumenin"
"286","200758_s_at","AI361227","Homo sapiens","NFE2L1","4779","nuclear factor (erythroid-derived 2)-like 1"
"287","200759_x_at","NM_003204","Homo sapiens","NFE2L1","4779","nuclear factor (erythroid-derived 2)-like 1"
"288","200760_s_at","N92494","Homo sapiens","ARL6IP5","10550","ADP-ribosylation-like factor 6 interacting protein 5"
"289","200761_s_at","NM_006407","Homo sapiens","ARL6IP5","10550","ADP-ribosylation-like factor 6 interacting protein 5"
"290","200762_at","NM_001386","Homo sapiens","DPYSL2","1808","dihydropyrimidinase-like 2"
"291","200763_s_at","NM_001003","Homo sapiens","RPLP1","6176","ribosomal protein, large, P1"
"292","200764_s_at","AI826881","Homo sapiens","CTNNA1","1495","catenin (cadherin-associated protein), alpha 1, 102kDa"
"293","200765_x_at","NM_001903","Homo sapiens","CTNNA1","1495","catenin (cadherin-associated protein), alpha 1, 102kDa"
"294","200766_at","NM_001909","Homo sapiens","CTSD","1509","cathepsin D"
"295","200767_s_at","NM_014612","Homo sapiens","FAM120A","23196","family with sequence similarity 120A"
"296","200768_s_at","BC001686","Homo sapiens","MAT2A","4144","methionine adenosyltransferase II, alpha"
"297","200769_s_at","NM_005911","Homo sapiens","MAT2A","4144","methionine adenosyltransferase II, alpha"
"298","200770_s_at","J03202","Homo sapiens","LAMC1","3915","laminin, gamma 1 (formerly LAMB2)"
"299","200771_at","NM_002293","Homo sapiens","LAMC1","3915","laminin, gamma 1 (formerly LAMB2)"
"300","200772_x_at","BF686442","Homo sapiens","PTMA","5757","prothymosin, alpha"
"301","200773_x_at","NM_002823","Homo sapiens","PTMA","5757","prothymosin, alpha"
"302","200774_at","BE963765","Homo sapiens","FAM120A","23196","family with sequence similarity 120A"
"303","200775_s_at","BC000355","Homo sapiens","HNRNPK","3190","heterogeneous nuclear ribonucleoprotein K"
"304","200776_s_at","AL518328","Homo sapiens","BZW1","9689","basic leucine zipper and W2 domains 1"
"305","200777_s_at","NM_014670","Homo sapiens","BZW1","9689","basic leucine zipper and W2 domains 1"
"306","200778_s_at","AI191427","Homo sapiens","SEPT2","4735","septin 2"
"307","200779_at","NM_001675","Homo sapiens","ATF4","468","activating transcription factor 4 (tax-responsive enhancer element B67)"
"308","200780_x_at","NM_000516","Homo sapiens","GNAS","2778","GNAS complex locus"
"309","200781_s_at","NM_001019","Homo sapiens","RPS15A","6210","ribosomal protein S15a"
"310","200782_at","NM_001154","Homo sapiens","ANXA5","308","annexin A5"
"311","200783_s_at","NM_005563","Homo sapiens","STMN1","3925","stathmin 1"
"312","200784_s_at","BF304759","Homo sapiens","LRP1","4035","low density lipoprotein receptor-related protein 1"
"313","200785_s_at","NM_002332","Homo sapiens","LRP1","4035","low density lipoprotein receptor-related protein 1"
"314","200786_at","NM_002799","Homo sapiens","PSMB7","5695","proteasome (prosome, macropain) subunit, beta type, 7"
"315","200787_s_at","BC002426","Homo sapiens","PEA15","8682","phosphoprotein enriched in astrocytes 15"
"316","200788_s_at","NM_003768","Homo sapiens","PEA15","8682","phosphoprotein enriched in astrocytes 15"
"317","200789_at","NM_001398","Homo sapiens","ECH1","1891","enoyl CoA hydratase 1, peroxisomal"
"318","200790_at","NM_002539","Homo sapiens","ODC1","4953","ornithine decarboxylase 1"
"319","200791_s_at","NM_003870","Homo sapiens","IQGAP1","8826","IQ motif containing GTPase activating protein 1"
"320","200792_at","NM_001469","Homo sapiens","XRCC6","2547","X-ray repair complementing defective repair in Chinese hamster cells 6"
"321","200793_s_at","NM_001098","Homo sapiens","ACO2","50","aconitase 2, mitochondrial"
"322","200794_x_at","NM_014764","Homo sapiens","DAZAP2","9802","DAZ associated protein 2"
"323","200795_at","NM_004684","Homo sapiens","SPARCL1","8404","SPARC-like 1 (hevin)"
"324","200796_s_at","BF594446","Homo sapiens","MCL1","4170","myeloid cell leukemia sequence 1 (BCL2-related)"
"325","200797_s_at","AI275690","Homo sapiens","MCL1","4170","myeloid cell leukemia sequence 1 (BCL2-related)"
"326","200798_x_at","NM_021960","Homo sapiens","MCL1","4170","myeloid cell leukemia sequence 1 (BCL2-related)"
"327","200799_at","NM_005345","Homo sapiens","HSPA1A","3303","heat shock 70kDa protein 1A"
"328","200800_s_at","NM_005345","Homo sapiens","HSPA1A /// HSPA1B","3303 /// 3304","heat shock 70kDa protein 1A /// heat shock 70kDa protein 1B"
"329","200801_x_at","NM_001101","Homo sapiens","ACTB","60","actin, beta"
"330","200802_at","NM_006513","Homo sapiens","SARS","6301","seryl-tRNA synthetase"
"331","200803_s_at","AF033095","Homo sapiens","TMBIM6","7009","transmembrane BAX inhibitor motif containing 6"
"332","200804_at","NM_003217","Homo sapiens","TMBIM6","7009","transmembrane BAX inhibitor motif containing 6"
"333","200805_at","NM_006816","Homo sapiens","LMAN2","10960","lectin, mannose-binding 2"
"334","200806_s_at","BE256479","Homo sapiens","HSPD1","3329","heat shock 60kDa protein 1 (chaperonin)"
"335","200807_s_at","NM_002156","Homo sapiens","HSPD1","3329","heat shock 60kDa protein 1 (chaperonin)"
"336","200808_s_at","NM_003461","Homo sapiens","ZYX","7791","zyxin"
"337","200809_x_at","NM_000976","Homo sapiens","RPL12","6136","ribosomal protein L12"
"338","200810_s_at","NM_001280","Homo sapiens","CIRBP","1153","cold inducible RNA binding protein"
"339","200811_at","NM_001280","Homo sapiens","CIRBP","1153","cold inducible RNA binding protein"
"340","200812_at","NM_006429","Homo sapiens","CCT7","10574","chaperonin containing TCP1, subunit 7 (eta)"
"341","200813_s_at","BE256969","Homo sapiens","PAFAH1B1","5048","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"
"342","200814_at","NM_006263","Homo sapiens","PSME1","5720","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
"343","200815_s_at","L13386","Homo sapiens","PAFAH1B1","5048","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"
"344","200816_s_at","NM_000430","Homo sapiens","PAFAH1B1","5048","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"
"345","200817_x_at","NM_001014","Homo sapiens","RPS10","6204","ribosomal protein S10"
"346","200818_at","NM_001697","Homo sapiens","ATP5O","539","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
"347","200819_s_at","NM_001018","Homo sapiens","RPS15","6209","ribosomal protein S15"
"348","200820_at","NM_002812","Homo sapiens","PSMD8","5714","proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
"349","200821_at","NM_013995","Homo sapiens","LAMP2","3920","lysosomal-associated membrane protein 2"
"350","200822_x_at","NM_000365","Homo sapiens","TPI1","7167","triosephosphate isomerase 1"
"351","200823_x_at","NM_000992","Homo sapiens","RPL29","6159","ribosomal protein L29"
"352","200824_at","NM_000852","Homo sapiens","GSTP1","2950","glutathione S-transferase pi 1"
"353","200825_s_at","NM_006389","Homo sapiens","HYOU1","10525","hypoxia up-regulated 1"
"354","200826_at","NM_004597","Homo sapiens","SNRPD2","6633","small nuclear ribonucleoprotein D2 polypeptide 16.5kDa"
"355","200827_at","NM_000302","Homo sapiens","PLOD1","5351","procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1"
"356","200828_s_at","BE871379","Homo sapiens","ZNF207","7756","zinc finger protein 207"
"357","200829_x_at","NM_003457","Homo sapiens","ZNF207","7756","zinc finger protein 207"
"358","200830_at","NM_002808","Homo sapiens","PSMD2","5708","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"359","200831_s_at","AA678241","Homo sapiens","SCD","6319","stearoyl-CoA desaturase (delta-9-desaturase)"
"360","200832_s_at","AB032261","Homo sapiens","SCD","6319","stearoyl-CoA desaturase (delta-9-desaturase)"
"361","200833_s_at","NM_015646","Homo sapiens","RAP1B","5908","RAP1B, member of RAS oncogene family"
"362","200834_s_at","NM_001024","Homo sapiens","RPS21","6227","ribosomal protein S21"
"363","200835_s_at","AI553791","Homo sapiens","MAP4","4134","microtubule-associated protein 4"
"364","200836_s_at","NM_002375","Homo sapiens","MAP4","4134","microtubule-associated protein 4"
"365","200837_at","NM_005745","Homo sapiens","BCAP31","10134","B-cell receptor-associated protein 31"
"366","200838_at","NM_001908","Homo sapiens","CTSB","1508","cathepsin B"
"367","200839_s_at","NM_001908","Homo sapiens","CTSB","1508","cathepsin B"
"368","200840_at","NM_005548","Homo sapiens","KARS","3735","lysyl-tRNA synthetase"
"369","200841_s_at","AI142677","Homo sapiens","EPRS","2058","glutamyl-prolyl-tRNA synthetase"
"370","200842_s_at","AI475965","Homo sapiens","EPRS","2058","glutamyl-prolyl-tRNA synthetase"
"371","200843_s_at","NM_004446","Homo sapiens","EPRS","2058","glutamyl-prolyl-tRNA synthetase"
"372","200844_s_at","BE869583","Homo sapiens","PRDX6","9588","peroxiredoxin 6"
"373","200845_s_at","NM_004905","Homo sapiens","PRDX6","9588","peroxiredoxin 6"
"374","200846_s_at","NM_002708","Homo sapiens","PPP1CA","5499","protein phosphatase 1, catalytic subunit, alpha isozyme"
"375","200847_s_at","NM_016127","Homo sapiens","TMEM66","51669","transmembrane protein 66"
"376","200848_at","AA479488","Homo sapiens","AHCYL1","10768","adenosylhomocysteinase-like 1"
"377","200849_s_at","AI589266","Homo sapiens","AHCYL1","10768","adenosylhomocysteinase-like 1"
"378","200850_s_at","NM_006621","Homo sapiens","AHCYL1","10768","adenosylhomocysteinase-like 1"
"379","200851_s_at","NM_014761","Homo sapiens","KIAA0174","9798","KIAA0174"
"380","200852_x_at","NM_005273","Homo sapiens","GNB2","2783","guanine nucleotide binding protein (G protein), beta polypeptide 2"
"381","200853_at","NM_002106","Homo sapiens","H2AFZ","3015","H2A histone family, member Z"
"382","200854_at","AB028970","Homo sapiens","NCOR1","9611","nuclear receptor corepressor 1"
"383","200855_at","AW771910","Homo sapiens","NCOR1","9611","nuclear receptor corepressor 1"
"384","200856_x_at","BF437948","Homo sapiens","NCOR1","9611","nuclear receptor corepressor 1"
"385","200857_s_at","NM_006311","Homo sapiens","NCOR1","9611","nuclear receptor corepressor 1"
"386","200858_s_at","NM_001012","Homo sapiens","RPS8","6202","ribosomal protein S8"
"387","200859_x_at","NM_001456","Homo sapiens","FLNA","2316","filamin A, alpha"
"388","200860_s_at","BC000779","Homo sapiens","CNOT1","23019","CCR4-NOT transcription complex, subunit 1"
"389","200861_at","NM_016284","Homo sapiens","CNOT1","23019","CCR4-NOT transcription complex, subunit 1"
"390","200862_at","NM_014762","Homo sapiens","DHCR24","1718","24-dehydrocholesterol reductase"
"391","200863_s_at","AI215102","Homo sapiens","RAB11A","8766","RAB11A, member RAS oncogene family"
"392","200864_s_at","NM_004663","Homo sapiens","RAB11A","8766","RAB11A, member RAS oncogene family"
"393","200865_at","AI001896","Homo sapiens","EIF3F","8665","eukaryotic translation initiation factor 3, subunit F"
"394","200866_s_at","M32221","Homo sapiens","PSAP","5660","prosaposin"
"395","200867_at","AL031685","Homo sapiens","RNF114","55905","ring finger protein 114"
"396","200868_s_at","NM_018683","Homo sapiens","RNF114","55905","ring finger protein 114"
"397","200869_at","NM_000980","Homo sapiens","RPL18A /// RPL18AP3","390354 /// 6142","ribosomal protein L18a /// ribosomal protein L18a pseudogene 3"
"398","200870_at","NM_007178","Homo sapiens","STRAP","11171","serine/threonine kinase receptor associated protein"
"399","200871_s_at","NM_002778","Homo sapiens","PSAP","5660","prosaposin"
"400","200872_at","NM_002966","Homo sapiens","S100A10","6281","S100 calcium binding protein A10"
"401","200873_s_at","NM_006585","Homo sapiens","CCT8","10694","chaperonin containing TCP1, subunit 8 (theta)"
"402","200874_s_at","BE796327","Homo sapiens","NOP56","10528","NOP56 ribonucleoprotein homolog (yeast)"
"403","200875_s_at","NM_006392","Homo sapiens","NOP56","10528","NOP56 ribonucleoprotein homolog (yeast)"
"404","200876_s_at","NM_002793","Homo sapiens","PSMB1","5689","proteasome (prosome, macropain) subunit, beta type, 1"
"405","200877_at","NM_006430","Homo sapiens","CCT4","10575","chaperonin containing TCP1, subunit 4 (delta)"
"406","200878_at","AF052094","Homo sapiens","EPAS1","2034","endothelial PAS domain protein 1"
"407","200879_s_at","NM_001430","Homo sapiens","EPAS1","2034","endothelial PAS domain protein 1"
"408","200880_at","AL534104","Homo sapiens","DNAJA1","3301","DnaJ (Hsp40) homolog, subfamily A, member 1"
"409","200881_s_at","NM_001539","Homo sapiens","DNAJA1","3301","DnaJ (Hsp40) homolog, subfamily A, member 1"
"410","200882_s_at","NM_002810","Homo sapiens","PSMD4","5710","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
"411","200883_at","NM_003366","Homo sapiens","UQCRC2","7385","ubiquinol-cytochrome c reductase core protein II"
"412","200884_at","NM_001823","Homo sapiens","CKB","1152","creatine kinase, brain"
"413","200885_at","NM_005167","Homo sapiens","RHOC","389","ras homolog gene family, member C"
"414","200886_s_at","NM_002629","Homo sapiens","PGAM1","5223","phosphoglycerate mutase 1 (brain)"
"415","200887_s_at","NM_007315","Homo sapiens","STAT1","6772","signal transducer and activator of transcription 1, 91kDa"
"416","200888_s_at","NM_000978","Homo sapiens","RPL23","9349","ribosomal protein L23"
"417","200889_s_at","AI016620","Homo sapiens","SSR1","6745","signal sequence receptor, alpha"
"418","200890_s_at","AW006345","Homo sapiens","SSR1","6745","signal sequence receptor, alpha"
"419","200891_s_at","NM_003144","Homo sapiens","SSR1","6745","signal sequence receptor, alpha"
"420","200892_s_at","BC000451","Homo sapiens","TRA2B","6434","transformer 2 beta homolog (Drosophila)"
"421","200893_at","NM_004593","Homo sapiens","TRA2B","6434","transformer 2 beta homolog (Drosophila)"
"422","200894_s_at","AA894574","Homo sapiens","FKBP4","2288","FK506 binding protein 4, 59kDa"
"423","200895_s_at","NM_002014","Homo sapiens","FKBP4","2288","FK506 binding protein 4, 59kDa"
"424","200896_x_at","NM_004494","Homo sapiens","HDGF","3068","hepatoma-derived growth factor"
"425","200897_s_at","NM_016081","Homo sapiens","PALLD","23022","palladin, cytoskeletal associated protein"
"426","200898_s_at","AK002091","Homo sapiens","MGEA5","10724","meningioma expressed antigen 5 (hyaluronidase)"
"427","200899_s_at","NM_012215","Homo sapiens","MGEA5","10724","meningioma expressed antigen 5 (hyaluronidase)"
"428","200900_s_at","AI583537","Homo sapiens","M6PR","4074","mannose-6-phosphate receptor (cation dependent)"
"429","200901_s_at","NM_002355","Homo sapiens","M6PR","4074","mannose-6-phosphate receptor (cation dependent)"
"430","200902_at","NM_004261","Homo sapiens","SEP15","9403","15 kDa selenoprotein"
"431","200903_s_at","NM_000687","Homo sapiens","AHCY","191","adenosylhomocysteinase"
"432","200904_at","X56841","Homo sapiens","HLA-E","3133","major histocompatibility complex, class I, E"
"433","200905_x_at","NM_005516","Homo sapiens","HLA-E","3133","major histocompatibility complex, class I, E"
"434","200906_s_at","AK025843","Homo sapiens","PALLD","23022","palladin, cytoskeletal associated protein"
"435","200907_s_at","AU157932","Homo sapiens","PALLD","23022","palladin, cytoskeletal associated protein"
"436","200908_s_at","BC005354","Homo sapiens","RPLP2","6181","ribosomal protein, large, P2"
"437","200909_s_at","NM_001004","Homo sapiens","RPLP2","6181","ribosomal protein, large, P2"
"438","200910_at","NM_005998","Homo sapiens","CCT3","7203","chaperonin containing TCP1, subunit 3 (gamma)"
"439","200911_s_at","NM_006283","Homo sapiens","TACC1","6867","transforming, acidic coiled-coil containing protein 1"
"440","200912_s_at","NM_001967","Homo sapiens","EIF4A2","1974","eukaryotic translation initiation factor 4A2"
"441","200913_at","NM_002707","Homo sapiens","PPM1G","5496","protein phosphatase, Mg2+/Mn2+ dependent, 1G"
"442","200914_x_at","BF589024","Homo sapiens","KTN1","3895","kinectin 1 (kinesin receptor)"
"443","200915_x_at","NM_004986","Homo sapiens","KTN1","3895","kinectin 1 (kinesin receptor)"
"444","200916_at","NM_003564","Homo sapiens","TAGLN2","8407","transgelin 2"
"445","200917_s_at","BG474541","Homo sapiens","SRPR","6734","signal recognition particle receptor (docking protein)"
"446","200918_s_at","NM_003139","Homo sapiens","SRPR","6734","signal recognition particle receptor (docking protein)"
